srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,sload,dload,spkts,dpkts,swin,stcpb,dtcpb,smeansz,dmeansz,res_bdy_len,sjit,djit,sintpkt,dintpkt,tcprtt,synack,ackdat,ct_state_ttl,ct_flw_http_mthd,ct_srv_src,ct_srv_dst,ct_dst_src_ltm,attack_cat,label
36.0,33857.0,22.0,16512.0,114.0,5.0,0.031296,37218.0,3380.0,31.0,29.0,18.0,8.0,9.0,9331033.0,843558.3125,52.0,42.0,255.0,824489320.0,825488251.0,716.0,80.0,0.0,37.107487,1.505478,0.606275,0.750683,0.000625,0.000512,0.000113,0.0,0.0,1.0,1.0,1.0,0,0
37.0,55909.0,21.0,46132.0,114.0,5.0,0.128625,2166.0,2424.0,31.0,29.0,6.0,7.0,0.0,129554.8984,144979.5781,26.0,26.0,255.0,2113037564.0,4258740917.0,83.0,93.0,0.0,412.542036,406.87317,5.13088,5.1197599999999985,0.000775,0.000621,0.000154,0.0,0.0,3.0,9.0,1.0,0,0
35.0,18657.0,27.0,47344.0,120.0,2.0,0.001049,132.0,164.0,31.0,29.0,0.0,0.0,2.0,503336.5313,625357.5,2.0,2.0,0.0,0.0,0.0,66.0,82.0,0.0,0.0,0.0,0.012,0.008,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0,0
41.0,36650.0,21.0,33506.0,114.0,5.0,0.029055,3926.0,54462.0,31.0,29.0,7.0,27.0,0.0,1064739.25,14775289.0,66.0,68.0,255.0,2972398268.0,2972644778.0,59.0,801.0,0.0,26.352974,25.36769,0.454048,0.431742,0.0007059999999999999,0.0005549999999999999,0.000151,0.0,0.0,2.0,3.0,1.0,0,0
33.0,50664.0,26.0,46132.0,114.0,5.0,0.004545,1036.0,2262.0,31.0,29.0,4.0,4.0,0.0,1672167.25,3650605.25,12.0,12.0,255.0,712763671.0,2862631982.0,86.0,189.0,0.0,19.325313,0.46718,0.382091,0.357364,0.0007509999999999999,0.000605,0.000146,0.0,0.0,14.0,5.0,5.0,0,0
29.0,59962.0,10.0,25030.0,114.0,5.0,0.7789772769207428,649.0,320.0,254.0,252.0,2.0,1.0,1.0,7784.053273496379,3189.623299524644,10.0,7.0,255.0,1050522814.0,2554043345.0,64.0,44.0,0.0,5979.928629799668,169.47095133923548,85.36086503564721,113.42450833349346,0.07530776831879754,0.028623658031537862,0.04668411028725969,1.0,0.3880607812297706,1.0,1.0,1.0,2,1
39.0,48093.0,26.0,21971.0,114.0,5.0,0.009077,2334.0,16822.0,31.0,29.0,7.0,12.0,0.0,2000660.875,14436487.0,36.0,38.0,255.0,2845314391.0,707852685.0,65.0,443.0,0.0,0.0,13.635971,0.257912,0.237861,0.000627,0.0005110000000000001,0.000116,0.0,0.0,3.0,5.0,1.0,0,0
37.0,962.0,25.0,62606.0,114.0,5.0,1.004828,1580.0,10168.0,31.0,29.0,3.0,5.0,5.0,11536.30273,76462.83594,12.0,18.0,255.0,2401913180.0,253346600.0,132.0,565.0,3924.0,9529.03461,7674.406081,91.316365,59.075527,0.000692,0.00054,0.000152,0.0,1.0,2.0,2.0,5.0,0,0
39.0,64112.0,20.0,62606.0,114.0,5.0,1.175127,1684.0,10168.0,31.0,29.0,3.0,5.0,5.0,10647.35938,65381.86719,14.0,18.0,255.0,2174307174.0,29964844.0,120.0,565.0,3924.0,9130.110465,7994.018798,90.367849,69.093176,0.000674,0.000535,0.000139,0.0,1.0,1.0,2.0,1.0,0,0
39.0,114186.0,9.0,56477.0,114.0,5.0,0.040664,2646.0,24570.0,31.0,29.0,7.0,15.0,0.0,508164.5,4723982.0,42.0,44.0,255.0,2855331089.0,2866668123.0,63.0,558.0,0.0,64.570859,62.275898,0.983732,0.933256,0.00067,0.000528,0.00014199999999999998,0.0,0.0,6.0,5.0,1.0,0,0
31.0,0.0,10.0,1.0,111.0,6.0,1e-05,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,1,1
42.0,100250.0,22.0,36500.0,114.0,5.0,0.545383,4624.0,3080.0,31.0,29.0,7.0,7.0,0.0,65407.25,43683.06641,28.0,30.0,255.0,38147110.0,109518915.0,165.0,103.0,0.0,1150.67654,29.722596000000006,20.186519,18.787965,0.0007059999999999999,0.000525,0.000181,0.0,0.0,3.0,9.0,1.0,0,0
28.0,18861.0,17.0,26393.0,114.0,5.0,1.5086273574783378,1082.0,751.0,254.0,252.0,3.0,2.0,1.0,5693.091241712376,4960.9430311623655,12.0,10.0,255.0,573795484.0,4224879070.0,90.0,70.0,0.0,8715.800643572727,220.47374484447516,135.7971771632537,152.062125466905,0.16817138843998328,0.09222208587644892,0.07594930256353435,1.0,0.0,2.0,3.0,1.0,6,1
29.0,90.0,18.0,47344.0,120.0,6.0,9e-06,114.0,0.0,254.0,0.0,0.0,0.0,2.0,50666664.0,0.0,2.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.009000000000000001,0.0,0.0,0.0,0.0,2.0,0.0,33.0,33.0,33.0,4,1
35.0,86085.0,21.0,47344.0,120.0,2.0,0.001004,146.0,178.0,31.0,29.0,0.0,0.0,2.0,581673.3125,709163.375,2.0,2.0,0.0,0.0,0.0,73.0,89.0,0.0,0.0,0.0,0.01,0.008,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,0,0
33.0,5564.0,26.0,36500.0,114.0,5.0,0.375169,4976.0,3080.0,31.0,29.0,7.0,7.0,0.0,102332.5469,63502.04688,28.0,30.0,255.0,1260459018.0,3413123075.0,178.0,103.0,0.0,880.4931449999998,23.421191,13.882074,12.919275,0.0006389999999999999,0.0005059999999999999,0.000133,0.0,0.0,6.0,5.0,3.0,0,0
30.0,27606.0,11.0,62606.0,114.0,5.0,1.587211431889047,1560.0,350.0,254.0,252.0,2.0,1.0,5.0,13775.504161548977,1691.061893166101,10.0,7.0,255.0,2987519173.0,1508361727.0,146.0,44.0,0.0,9945.883196576833,327.8569214239368,175.88958708585213,203.42705157139682,0.18531898208269185,0.1117842011686821,0.07353478091400974,1.0,1.0,1.0,1.0,1.0,7,1
30.0,38886.0,16.0,8513.0,114.0,5.0,1.0059794070400252,19424.0,614.0,254.0,252.0,10.0,2.0,0.0,195649.15999949316,5575.645208799753,26.0,12.0,255.0,376507833.0,317183314.0,620.0,50.0,0.0,4715.82242439311,211.34196703652043,64.9382863545805,120.15885784661509,0.14634762714343547,0.07957698348781181,0.06677064365562364,1.0,0.0,4.0,4.0,4.0,6,1
31.0,90.0,15.0,47344.0,120.0,6.0,9e-06,114.0,0.0,254.0,0.0,0.0,0.0,2.0,50666664.0,0.0,2.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.009000000000000001,0.0,0.0,0.0,0.0,2.0,0.0,33.0,33.0,33.0,4,1
42.0,108160.0,27.0,62606.0,114.0,5.0,0.0032450000000000005,690.0,1272.0,31.0,29.0,0.0,1.0,0.0,1277041.625,2743913.75,4.0,8.0,255.0,2258077733.0,2263221847.0,173.0,159.0,0.0,1.357409,0.425464,0.964333,0.28885700000000003,0.0,0.0,0.0,0.0,0.0,12.0,5.0,1.0,0,0
38.0,50636.0,22.0,16512.0,114.0,5.0,0.324024,37854.0,3380.0,31.0,29.0,19.0,8.0,9.0,917290.125,81475.44531,54.0,42.0,255.0,2921262927.0,2926502384.0,701.0,80.0,0.0,574.172817,19.829064,6.10649,7.8905850000000015,0.000648,0.000508,0.00014,0.0,0.0,3.0,1.0,2.0,0,0
39.0,18604.0,23.0,56314.0,114.0,5.0,0.223398,424.0,8824.0,31.0,29.0,1.0,4.0,4.0,13285.70508,289671.3438,8.0,12.0,255.0,2405549894.0,2507528864.0,53.0,735.0,0.0,2160.643701,1716.484287,31.868286,20.261909,0.0006349999999999999,0.000513,0.000122,0.0,0.0,3.0,3.0,6.0,0,0
35.0,95033.0,27.0,41718.0,120.0,2.0,0.001795,528.0,304.0,31.0,29.0,0.0,0.0,0.0,1764902.5,1016155.938,4.0,4.0,0.0,0.0,0.0,132.0,76.0,0.0,0.636632,0.326216,0.455667,0.237667,0.0,0.0,0.0,0.0,0.0,4.0,6.0,3.0,0,0
30.0,0.0,17.0,1.0,122.0,6.0,8e-06,200.0,0.0,254.0,0.0,0.0,0.0,0.0,100000000.0,0.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,2.0,0.0,5.0,5.0,5.0,9,1
